Manufacturer,Mark,price,Engine_capacity,Gearbox,Hurd,Type,Color,Year_of_manufacture,Year_of_entry,Engine,Interior_color,Leasing,Drive,Mileage,Conditions,Gate
Lexus,RX,155000000,3.5,Автомат,Зөв,Жийп,Бор,2013,2023,Хайбрид,Шаргал,Банкны лизингтэй,Бүх дугуй 4WD,109000,Дугаар аваагүй,5
Honda,Civic,3500000,1.3,Автомат,Буруу,Суудлын тэрэг,Саарал,2006,2014,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,2500000,Дугаар авсан,5
Volkswagen,Touareg,65000000,3.0,Автомат,Зөв,Жийп,Хар,2012,2013,Дизель,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,207717,Дугаар авсан,5
Toyota,Prius 20,15500000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2005,2021,Бензин,Хар,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Toyota,Hiace,46500000,2.7,Автомат,Буруу,Гэр бүлийн,Хөх,2007,2023,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,200000,Дугаар аваагүй,4
Toyota,Harrier,62000000,2.5,Автомат,Буруу,Жийп,Сувдан цагаан,2014,2022,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,220000,Дугаар авсан,5
Toyota,Aqua,16000000,1.6,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2023,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,170000,Дугаар авсан,4
Toyota,Fielder,19000000,1.5,Автомат,Буруу,Суудлын тэрэг,Улаан,2014,2022,Хайбрид,Бусад,Лизинггүй,Урдаа FWD,180200,Дугаар авсан,5
Toyota,Sai,34500000,2.4,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2023,Хайбрид,Шаргал,ББСБ лизингтэй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,"Prius 40, 41",26000000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2011,2021,Бензин,Саарал,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,4
Toyota,"Prius 40, 41",33000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2023,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,229516,Дугаар аваагүй,5
Toyota,Land Cruiser Prado,65000000,2.7,Автомат,Буруу,Жийп,Цагаан,2021,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,15000,Дугаар авсан,5
Toyota,"Prius 40, 41",33000000,1.8,Автомат,Буруу,Гэр бүлийн,Хар саарал,2013,2023,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,200000,Дугаар аваагүй,5
Toyota,"Prius 40, 41",22500000,1.7,Автомат,Буруу,Гэр бүлийн,Саарал,2012,2019,Бензин,Саарал,Лизинггүй,Урдаа FWD,300000,Дугаар авсан,4
Lexus,RX,46000000,4.5,Автомат,Буруу,Жийп,Хар,2010,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,65000,Дугаар авсан,5
Toyota,Fielder,16500000,1.5,Механик,Буруу,Суудлын тэрэг,Боронзон,2004,2013,Бензин,Шаргал,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Toyota,RAV4,45000000,2.4,Автомат,Буруу,Жийп,Саарал,2014,2018,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,73000,Дугаар авсан,5
Toyota,Mark,5500000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2003,2023,Бензин,Хар,Лизинггүй,Хойноо RWD,111111,Дугаар авсан,4
Toyota,Land Cruiser Prado,115000000,4.0,Автомат,Зөв,Жийп,Боронзон,2021,2022,Бензин,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,4800,Дугаар авсан,5
Toyota,Prius 20,11700000,1.5,Автомат,Буруу,Суудлын тэрэг,Хар,2006,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,1800000,Дугаар авсан,5
Toyota,Land Cruiser 80,22000000,4.5,Механик,Буруу,Жийп,Цэнхэр,1994,2011,Дизель,Бусад,Лизинггүй,Бүх дугуй 4WD,0,Дугаар авсан,5
Toyota,Land Cruiser 200,125000000,4.6,Автомат,Зөв,Жийп,Хар,2013,2013,Дизель,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,155000,Дугаар авсан,5
Toyota,Crown,48000000,2.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2018,2022,Бензин,Шаргал,Лизинггүй,Хойноо RWD,100000,Дугаар авсан,4
Toyota,Vellfire,38000000,2.5,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2017,2023,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,153000,Дугаар аваагүй,5
Toyota,Harrier,16900000,3.3,Автомат,Буруу,Жийп,Саарал,2006,2014,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,12345,Дугаар авсан,5
Toyota,"Prius 40, 41",35000000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2017,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,129948,Дугаар аваагүй,5
Toyota,Camry,30000000,2.5,Автомат,Зөв,Суудлын тэрэг,Хар,2012,2021,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,138000,Дугаар авсан,4
Toyota,Prius 30,17300000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2021,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,170000,Дугаар авсан,5
Mitsubishi,Outlander,45000000,2.4,Автомат,Буруу,Жийп,Цагаан,2009,2019,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Toyota,Land Cruiser 100,30000000,4.7,Автомат,Зөв,Жийп,Хүрэн,2003,2009,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,202000,Дугаар авсан,5
Toyota,Prius 30,22800000,1.8,Автомат,Буруу,Суудлын тэрэг,Бусад,2012,2022,Бензин,Бусад,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Prius 30,16900000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,111111,Дугаар аваагүй,5
Lexus,LX,100000000,5.0,Автомат,Зөв,Жийп,Хар,2008,2008,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,123456789,Дугаар авсан,5
Toyota,Prius 30,21800000,1.8,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2010,2022,Бензин,Бусад,Лизинггүй,Урдаа FWD,10000,Дугаар авсан,5
Toyota,"Prius 40, 41",32000000,1.9,Автомат,Буруу,Суудлын тэрэг,Хөх,2014,2022,Хайбрид,Хар,Лизинггүй,Урдаа FWD,888,Дугаар авсан,4
Dodge,Durango,28000000,4.7,Автомат,Зөв,Жийп,Улаан,2006,2022,Бензин,Бусад,Лизинггүй,Бүх дугуй 4WD,188910,Дугаар авсан,4
Toyota,Harrier,30000000,2.4,Автомат,Буруу,Жийп,Цагаан,2008,2023,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,170,Дугаар авсан,5
Nissan,Caravan,16000000,3.0,Автомат,Буруу,Гэр бүлийн,Саарал,2005,2022,Дизель,Саарал,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,4
Toyota,Prius 30,18500000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2023,Хайбрид,Саарал,Банкны лизингтэй,Урдаа FWD,148000,Дугаар аваагүй,5
Toyota,RAV4,7500000,2.5,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2009,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,160,Дугаар авсан,5
Toyota,Harrier,34000000,3.3,Автомат,Буруу,Жийп,Хар,2008,2018,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,253000,Дугаар авсан,5
Toyota,Alphard,57500000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2023,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,121,Дугаар аваагүй,5
Toyota,Prius 30,27000000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2020,Бензин,Саарал,Лизинггүй,Урдаа FWD,196000,Дугаар авсан,5
Toyota,Vellfire,78000000,2.4,Автомат,Буруу,Гэр бүлийн,Хар,2010,2018,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,155000,Дугаар авсан,5
Toyota,Aqua,18000000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2014,2020,Бензин,Хар,Лизинггүй,Урдаа FWD,86000,Дугаар авсан,4
Toyota,Sai,28500000,2.4,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2021,Бензин,Бор,Лизинггүй,Урдаа FWD,100000,Дугаар авсан,4
Lexus,HS,34000000,2.4,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Toyota,Aqua,11500000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2018,2023,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,214000,Дугаар аваагүй,5
Toyota,Prius 20,23500000,1.5,Автомат,Буруу,Суудлын тэрэг,Улаан,2003,2017,Бензин,Хар,Лизинггүй,Урдаа FWD,2000,Дугаар авсан,4
Toyota,Prius 20,15500000,1.5,Автомат,Буруу,Суудлын тэрэг,Ногоон,2008,2017,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,4
Toyota,Aqua,15000000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2016,2022,Хайбрид,Саарал,Лизинггүй,Хойноо RWD,50000,Дугаар авсан,4
Toyota,Prius 20,9200000,1.5,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2007,2017,Бензин,Шаргал,Лизинггүй,Урдаа FWD,180000,Дугаар авсан,5
Toyota,Harrier,16900000,3.3,Автомат,Буруу,Жийп,Хар,2006,2020,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,196600,Дугаар авсан,5
Lexus,RX,127000000,3.5,Автомат,Зөв,Жийп,Сувдан цагаан,2014,2020,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,64959,Дугаар авсан,5
Lexus,LX,155000000,4.7,Автомат,Зөв,Жийп,Бусад,2006,2013,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,1000000,Дугаар авсан,5
Toyota,"Prius 40, 41",29000000,1.8,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2014,2021,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,1500000,Дугаар авсан,5
Lexus,LX,88000000,5.7,Автомат,Зөв,Жийп,Цэнхэр,2019,2019,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,19000,Дугаар авсан,5
Toyota,Prius 30,22300000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2022,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,224569,Дугаар авсан,5
Toyota,Prius 20,16500000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2006,2019,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,123,Дугаар авсан,5
Toyota,Aqua,11000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2016,2023,Хайбрид,Хар,Лизинггүй,Урдаа FWD,15,Дугаар авсан,5
Toyota,Land Cruiser 200,158000000,4.8,Автомат,Зөв,Жийп,Хар,2016,2016,Дизель,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,106000,Дугаар авсан,5
SsangYong,Musso,11000000,2.9,Автомат,Зөв,Жийп,Саарал,2005,2021,Дизель,Саарал,Лизинггүй,Бүх дугуй 4WD,114329,Дугаар авсан,4
Toyota,Probox,16000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2006,2014,Бензин,Хар,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Land Cruiser 105,42000000,4.7,Механик,Зөв,Жийп,Шар,2007,2007,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,203000,Дугаар авсан,5
Toyota,Prius 30,17500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2023,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,147000,Дугаар аваагүй,4
Mazda,Bongo,17500000,1.8,Механик,Буруу,Суудлын тэрэг,Цагаан,2014,2023,Бензин,Бусад,Лизинггүй,Бүх дугуй 4WD,208322,Дугаар авсан,4
Toyota,Aqua,16000000,1.5,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2021,Бензин,Саарал,Банкны лизингтэй,Урдаа FWD,1000000,Дугаар авсан,5
Toyota,Land Cruiser 80,16000000,4.5,Автомат,Зөв,Жийп,Саарал,1997,2005,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,4
Toyota,"Prius 40, 41",22000000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2022,Хайбрид,Хар,Хувь лизингтэй,Урдаа FWD,140000,Дугаар авсан,5
Lexus,LX,320000000,5.7,Автомат,Зөв,Жийп,Хар,2019,2023,Бензин,Цагаан шар,Банкны лизингтэй,Бүх дугуй 4WD,48000,Дугаар аваагүй,5
Nissan,Caravan,12000000,3.0,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2011,2020,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,11111,Дугаар авсан,5
Toyota,Rumion,10500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,85000,Дугаар авсан,5
Toyota,Land Cruiser Prado,95000000,4.0,Автомат,Зөв,Жийп,Хүрэн,2008,2023,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,128000,Дугаар аваагүй,5
Subaru,Forester,35500000,2.0,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2020,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,160,Дугаар авсан,4
Lexus,HS,29800000,2.4,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2011,2023,Бензин,Бусад,ББСБ лизингтэй,Урдаа FWD,126000,Дугаар авсан,5
Toyota,Alphard,49000000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2021,Бензин,Цагаан шар,Лизинггүй,Урдаа FWD,190000,Дугаар авсан,5
Toyota,Harrier,29000000,3.3,Автомат,Буруу,Жийп,Сувдан цагаан,2006,2014,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,270000,Дугаар авсан,5
Toyota,Noah,18000000,2.0,Автомат,Буруу,Гэр бүлийн,Саарал,2008,2018,Бензин,Саарал,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Hiace,47000000,3.0,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2010,2020,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,90000,Дугаар авсан,5
Mitsubishi,Бусад,8000000,2.8,Механик,Буруу,Жийп,Саарал,1999,2006,Дизель,Бусад,Лизинггүй,Бүх дугуй 4WD,11,Дугаар авсан,5
Toyota,Allion,12800000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2008,2015,Бензин,Хар,Лизинггүй,Урдаа FWD,123456789,Дугаар авсан,5
Nissan,X-Trail,27000000,2.0,Автомат,Буруу,Жийп,Ногоон,2014,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,140,Дугаар авсан,5
Toyota,"Prius 40, 41",30500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хөх,2013,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,165000,Дугаар аваагүй,5
Toyota,Hilux,48000000,2.7,Автомат,Буруу,Жийп,Цайвар цэнхэр,2006,2023,Бензин,Цагаан шар,Банкны лизингтэй,Бүх дугуй 4WD,140,Дугаар аваагүй,5
Toyota,Vellfire,32000000,2.4,Автомат,Буруу,Гэр бүлийн,Ягаан,2012,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,160000,Дугаар аваагүй,5
Toyota,Prius 30,21000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2012,2020,Бензин,Хар,Лизинггүй,Урдаа FWD,140000,Дугаар авсан,4
Volkswagen,Tiguan,26000000,1.4,Автомат,Буруу,Жийп,Саарал,2018,2020,Бензин,Хар,Лизинггүй,Урдаа FWD,39000,Дугаар авсан,5
Toyota,Vellfire,48000000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2013,2022,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,124000,Дугаар авсан,5
Toyota,Harrier,62000000,2.4,Автомат,Буруу,Жийп,Боронзон,2007,2016,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,5
